run, evt, int, seg, x, y, z, e
150160, 1, 1, 15, -19.26, -0.36, 34.15,    2.78
150160, 2, 1, 9, -9.00,  0.71, 22.82,    2.78
150160, 3, 1, 15, -7.86, -0.69, 28.73,    4.92
150160, 1, 1, 15, -19.26, -0.36, 34.15,    2.78
150160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
150160, 3, 1, 15, -14.22,  0.09, 31.36,    2.71
150161, 1, 1, 15, -19.26, -0.36, 34.15,    2.78
150161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
150161, 3, 1, 15, -15.42,  0.66, 33.64,    2.67
160160, 1, 1, 9, -9.00,  0.71, 22.82,    2.78
160160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
160160, 3, 1, 9, -3.79,  0.58, 17.50,   -1.44
160160, 3, 2, 9, -6.00,  0.07, 25.44,    7.47
160161, 1, 1, 9, -9.00,  0.71, 22.82,    2.78
160161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
160161, 3, 1, 15, -6.95, -0.89, 28.29,    5.11
160161, 1, 1, 15, -8.26,  0.74, 27.98,    2.77
160161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
160161, 3, 1, 15, -8.69, -0.31, 30.91,    2.78
